,gender,flag_phone_provided,flag_privacy,region,favorite_store,loyalty_type,loyatlty_status,tenure,age,TBS,Recency,Frequency,Monetary,customer_id,CHURN,CLASS
2910,M,0.0,True,VENETO,22,premium,1,89,70,29.333333333333332,0,4,235.55,801066,0,SILVER
2911,M,1.0,True,LAZIO,33,premium,1,87,70,3.2,62,9,1046.16,804352,0,SILVER
2912,M,1.0,True,LAZIO,33,standard,1,430,70,68.4,7,6,502.15,210942,0,SILVER
2913,M,1.0,True,EMILIA ROMAGNA,11,standard,1,300,71,37.42857142857143,31,8,226.20999999999998,14095,0,SILVER
2914,M,1.0,False,VENETO,27,premium,1,306,71,81.0,42,4,966.4799999999999,450376,0,SILVER
2915,M,1.0,True,TOSCANA,47,premium,1,111,71,12.4,48,7,336.36,770181,0,SILVER
2916,M,0.0,False,LOMBARDIA,36,premium,1,93,71,11.4,29,7,240.47999999999996,796151,0,SILVER
2917,M,0.0,True,LOMBARDIA,10,premium,1,178,72,33.0,10,6,568.25,602499,0,SILVER
2918,F,1.0,True,LOMBARDIA,23,standard,1,167,72,13.714285714285714,62,9,697.03,683499,0,SILVER
2919,M,1.0,False,CAMPANIA,3,standard,1,163,72,19.5,3,9,351.54,690454,0,SILVER
2920,M,1.0,True,VENETO,5,premium,1,158,72,28.5,5,6,724.15,705258,0,SILVER
2921,M,0.0,True,LOMBARDIA,17,standard,1,118,72,16.4,31,7,229.67999999999998,84029,0,SILVER
2922,M,1.0,False,CAMPANIA,3,business premium,1,136,72,18.428571428571427,4,8,433.37,742430,0,SILVER
2923,M,0.0,True,PIEMONTE,21,premium,1,100,72,7.8,43,6,491.99,744734,0,SILVER
2924,M,1.0,True,SICILIA,28,premium,1,115,73,12.6,29,6,401.23,764524,0,SILVER
2925,M,1.0,True,FRIULI VENEZIA GIULIA,4,premium,1,240,73,40.25,54,5,424.75,496363,0,SILVER
2926,M,1.0,True,LOMBARDIA,23,premium,1,155,73,15.555555555555555,7,10,251.89000000000001,713654,0,SILVER
2927,M,1.0,True,LAZIO,13,business premium,1,198,73,26.285714285714285,4,8,260.04,93566,0,SILVER
2928,M,1.0,True,VENETO,5,business premium,1,378,74,38.42857142857143,58,9,468.94,85955,0,SILVER
2929,F,1.0,True,LAZIO,1,standard,1,377,74,25.5,11,6,235.44,321105,0,SILVER
2930,M,1.0,True,EMILIA ROMAGNA,41,standard,1,378,74,66.2,13,8,555.7099999999999,88337,0,SILVER
2931,M,1.0,False,LOMBARDIA,10,premium,1,352,74,39.6,24,7,717.1999999999999,368911,0,SILVER
2932,M,1.0,True,LOMBARDIA,49,premium,1,83,74,6.25,56,9,1104.26,810690,0,SILVER
2933,M,1.0,False,PIEMONTE,2,business premium,1,95,74,12.6,24,6,460.4100000000001,235979,0,SILVER
2934,M,1.0,True,SICILIA,6,premium,1,73,75,10.25,31,5,1142.1399999999999,824485,0,SILVER
2935,M,1.0,True,LOMBARDIA,16,premium,1,98,75,9.2,39,8,223.36999999999995,765248,0,SILVER
2936,M,1.0,True,LAZIO,33,business standard,1,229,75,53.0,13,7,737.59,89764,0,SILVER
2937,M,1.0,False,PUGLIA,26,standard,1,240,76,34.333333333333336,30,8,231.34,70648,0,SILVER
2938,F,1.0,True,CAMPANIA,38,premium,1,97,76,54.0,31,8,327.04,537433,0,SILVER
2939,M,1.0,False,LAZIO,39,premium,1,171,76,26.4,25,7,529.15,675480,0,SILVER
2940,F,0.0,False,PUGLIA,46,premium,1,273,76,74.33333333333333,47,7,712.46,501607,0,SILVER
2941,F,1.0,False,VENETO,5,premium,1,200,76,34.0,48,4,529.34,620515,0,SILVER
2942,F,1.0,False,LOMBARDIA,48,standard,1,73,76,17.333333333333332,12,4,480.50000000000006,825441,0,SILVER
2943,F,1.0,False,VENETO,27,standard,1,374,77,45.142857142857146,41,8,226.01,326274,0,SILVER
2944,M,0.0,False,LOMBARDIA,8,premium,1,213,77,28.571428571428573,10,9,248.4,455535,0,SILVER
2945,M,1.0,True,UMBRIA,37,standard,1,290,77,29.875,47,9,281.03,474480,0,SILVER
2946,M,0.0,True,ABRUZZO,25,premium,1,108,77,13.25,53,8,219.9,773671,0,SILVER
2947,M,1.0,False,LOMBARDIA,1,business standard,1,234,77,30.4,65,7,313.32000000000005,564541,0,SILVER
2948,F,1.0,True,EMILIA ROMAGNA,11,premium,1,309,77,47.6,64,6,415.34,437824,0,SILVER
2949,M,1.0,True,LOMBARDIA,10,business premium,1,431,77,20.625,6,10,2431.69,208432,0,SILVER
2950,M,1.0,False,LOMBARDIA,48,standard,1,117,78,7.222222222222222,41,10,219.31,762313,0,SILVER
2951,M,0.0,False,LAZIO,1,standard,1,190,79,10.8,31,7,315.53000000000003,638521,0,SILVER
2952,F,1.0,True,LOMBARDIA,15,premium,1,192,80,29.666666666666668,10,9,1057.87,635817,0,SILVER
2953,M,1.0,True,LOMBARDIA,36,premium,1,178,80,21.25,28,7,1602.91,466578,0,SILVER
2954,M,1.0,True,VENETO,44,standard,1,161,85,13.875,43,9,383.78,696309,0,SILVER
2955,M,1.0,True,LAZIO,33,premium,1,243,28,28.166666666666668,72,7,502.16999999999996,84284,1,SILVER
2956,F,1.0,True,TOSCANA,19,business premium,1,47,30,6.833333333333333,1,9,437.86,95225,0,SILVER
2957,M,0.0,True,TOSCANA,47,premium,1,256,30,57.5,25,5,807.02,528911,1,SILVER
2958,F,1.0,True,CAMPANIA,38,standard,1,396,30,20.5,72,9,306.64,281088,1,SILVER
2959,M,1.0,True,NOT_PROVIDED,33,premium,1,320,31,49.8,24,8,341.02,428372,0,SILVER
2960,F,1.0,True,CAMPANIA,3,premium,1,253,31,43.25,72,7,632.42,534129,1,SILVER
2961,F,1.0,True,LOMBARDIA,12,business premium,1,366,31,52.5,29,7,2346.0699999999997,342283,1,SILVER
2962,F,1.0,True,CAMPANIA,3,premium,1,319,33,66.75,49,8,1821.1200000000001,429741,1,SILVER
2963,M,1.0,True,PIEMONTE,2,premium,1,367,33,34.666666666666664,1,9,1425.6399999999999,339373,0,SILVER
2964,F,1.0,True,TOSCANA,19,standard,1,385,34,39.142857142857146,67,8,965.27,59640,1,SILVER
2965,F,1.0,True,SICILIA,7,premium,1,440,34,65.8,0,6,601.02,189751,1,SILVER
2966,M,1.0,True,PIEMONTE,2,premium,1,62,34,7.75,20,5,1159.8,69341,1,SILVER
2967,M,1.0,True,LAZIO,1,standard,1,200,34,26.666666666666668,23,9,464.07000000000005,620746,0,SILVER
2968,M,1.0,True,UMBRIA,9,standard,1,363,34,40.6,40,6,380.97,347423,1,SILVER
2969,F,1.0,True,PIEMONTE,2,premium,1,84,34,1.6666666666666667,41,8,1024.03,809640,1,SILVER
2970,F,0.0,True,LAZIO,33,premium,1,346,35,101.66666666666667,27,5,550.19,380768,1,SILVER
2971,M,1.0,True,LAZIO,37,premium,1,361,35,33.666666666666664,42,10,420.1,351375,0,SILVER
2972,F,1.0,True,TOSCANA,19,premium,1,268,35,38.4,72,7,282.79,509571,1,SILVER
2973,F,1.0,True,PIEMONTE,21,premium,1,297,35,44.142857142857146,26,9,300.96,84257,0,SILVER
2974,F,1.0,True,CAMPANIA,35,premium,1,317,35,38.166666666666664,51,7,695.21,432895,1,SILVER
2975,M,1.0,False,LOMBARDIA,17,standard,1,339,35,50.5,30,8,414.19,33277,0,SILVER
2976,F,1.0,False,PIEMONTE,23,premium,1,314,36,57.833333333333336,10,8,531.5500000000001,314616,0,SILVER
2977,M,1.0,True,PIEMONTE,2,premium,1,335,36,19.285714285714285,73,8,452.95000000000005,401859,1,SILVER
2978,M,1.0,True,LAZIO,39,premium,1,63,36,11.0,3,9,545.78,839842,0,SILVER
2979,M,1.0,True,CAMPANIA,38,standard,1,295,37,55.4,7,7,275.68,467441,1,SILVER
2980,F,1.0,True,LOMBARDIA,23,standard,1,404,38,53.6,36,6,252.45000000000002,265943,1,SILVER
2981,F,1.0,True,LOMBARDIA,17,premium,1,68,38,4.25,21,11,84.94,831392,0,SILVER
2982,F,1.0,True,PUGLIA,31,premium,1,318,38,19.5,118,11,2697.8500000000004,430408,1,GOLD
2983,F,1.0,True,SICILIA,6,premium,1,339,38,55.166666666666664,6,8,1042.2700000000002,393411,1,SILVER
2984,M,1.0,True,LAZIO,37,standard,1,428,38,45.0,1,10,458.96,215409,0,SILVER
2985,F,1.0,True,CAMPANIA,38,premium,1,351,38,19.666666666666668,4,4,234.94,372718,1,SILVER
2986,F,1.0,True,LAZIO,37,premium,1,293,38,37.714285714285715,24,8,559.2900000000001,471403,1,SILVER
2987,F,1.0,True,LOMBARDIA,15,standard,1,253,38,25.285714285714285,73,8,291.57,533730,1,SILVER
2988,F,0.0,True,PIEMONTE,45,standard,1,209,38,39.2,4,9,273.99000000000007,605827,0,SILVER
2989,M,1.0,True,EMILIA ROMAGNA,41,premium,1,257,38,31.142857142857142,35,8,243.81000000000003,527400,0,SILVER
2990,M,1.0,True,PUGLIA,31,standard,1,420,38,61.8,5,8,368.59,231013,1,SILVER
2991,M,1.0,True,LOMBARDIA,12,standard,1,386,38,38.77777777777778,5,11,225.65000000000003,300544,0,SILVER
2992,F,1.0,True,LOMBARDIA,10,premium,1,116,38,7.666666666666667,66,8,282.08000000000004,763650,1,SILVER
2993,M,1.0,True,PIEMONTE,2,premium,1,318,38,40.42857142857143,31,10,380.34000000000003,431173,0,SILVER
2994,M,1.0,True,LOMBARDIA,10,premium,1,65,38,7.8,18,6,623.34,836656,0,SILVER
2995,F,1.0,False,VENETO,5,business standard,1,171,38,23.0,29,7,401.34,78410,1,SILVER
2996,F,1.0,True,LOMBARDIA,49,standard,1,396,39,51.2,51,11,358.72,281635,1,GOLD
2997,F,1.0,True,LIGURIA,20,premium,1,350,39,100.66666666666667,23,5,396.21,373926,1,SILVER
2998,F,1.0,True,LAZIO,33,premium,1,295,39,37.333333333333336,69,7,612.8599999999999,439031,1,SILVER
2999,M,1.0,True,UMBRIA,9,standard,1,318,39,51.833333333333336,3,9,301.92999999999995,430660,0,SILVER
3000,F,1.0,True,LOMBARDIA,16,standard,1,34,39,4.666666666666667,3,9,377.37000000000006,886131,0,SILVER
3001,F,1.0,True,SICILIA,28,standard,1,387,39,75.75,50,7,507.1,86233,1,SILVER
3002,M,1.0,True,VENETO,27,premium,1,157,39,32.75,24,5,270.26,710465,1,SILVER
3003,F,1.0,True,LIGURIA,20,standard,1,409,39,49.833333333333336,30,8,257.74,254359,1,SILVER
3004,F,1.0,True,VENETO,27,standard,1,164,39,8.9,70,11,343.61,688677,1,GOLD
3005,F,1.0,True,LOMBARDIA,10,business standard,1,31,39,3.1666666666666665,6,9,1030.33,889621,0,SILVER
3006,M,0.0,True,PIEMONTE,2,premium,1,266,40,42.666666666666664,0,7,821.2,513297,0,SILVER
3007,M,1.0,True,PUGLIA,26,standard,1,282,40,38.666666666666664,48,9,366.82,488782,1,SILVER
3008,F,1.0,True,UMBRIA,9,premium,1,37,40,25.0,10,7,646.7199999999999,880479,0,SILVER
3009,F,1.0,True,LOMBARDIA,15,standard,1,47,40,5.0,34,6,297.36,619597,1,SILVER
3010,F,1.0,True,LOMBARDIA,48,premium,1,284,40,34.0,40,8,467.75,481785,1,SILVER
3011,M,0.0,True,LAZIO,33,premium,1,75,40,17.333333333333332,6,9,1514.9499999999998,822085,0,SILVER
3012,F,1.0,True,EMILIA ROMAGNA,11,standard,1,295,40,24.88888888888889,66,10,310.3,30408,1,SILVER
3013,F,1.0,True,CAMPANIA,35,standard,1,382,40,28.75,69,10,589.0,310505,0,SILVER
3014,F,1.0,True,UMBRIA,9,business premium,1,63,40,4.0,47,5,775.2700000000002,839953,1,SILVER
3015,F,1.0,True,LOMBARDIA,8,standard,1,262,40,41.0,52,10,220.01,519928,1,SILVER
3016,F,1.0,True,LOMBARDIA,17,business premium,1,428,40,106.66666666666667,41,5,224.51000000000002,215980,1,SILVER
3017,M,1.0,True,SICILIA,7,business premium,1,209,40,19.11111111111111,31,10,241.2899999999999,91443,0,SILVER
3018,M,1.0,True,CALABRIA,48,business premium,1,169,40,15.75,72,5,1980.4499999999998,681088,1,SILVER
3019,M,1.0,True,LOMBARDIA,15,premium,1,272,40,29.666666666666668,72,8,1153.54,503545,1,SILVER
3020,M,1.0,True,LOMBARDIA,17,standard,1,29,40,4.6,3,7,245.37,893261,0,SILVER
3021,M,1.0,True,LAZIO,1,premium,1,135,40,14.333333333333334,39,8,388.77,744106,1,SILVER
3022,F,1.0,True,VENETO,5,standard,1,322,40,39.714285714285715,37,8,328.5,35375,1,SILVER
3023,M,1.0,True,OTHERS,14,premium,1,298,40,47.2,60,8,1619.23,464723,1,SILVER
3024,M,1.0,True,CAMPANIA,35,premium,1,34,40,8.333333333333334,7,4,659.3000000000001,886533,0,SILVER
3025,M,0.0,True,LOMBARDIA,34,premium,1,464,40,34.666666666666664,71,10,613.39,141382,0,SILVER
3026,M,1.0,True,LAZIO,33,premium,1,160,40,13.0,4,7,429.80999999999995,696698,0,SILVER
3027,M,1.0,True,LAZIO,29,standard,1,50,41,6.2,0,7,279.08000000000004,859779,0,SILVER
3028,F,1.0,True,LOMBARDIA,10,premium,1,97,41,7.5,27,8,1928.4400000000003,789666,0,SILVER
3029,F,1.0,True,LAZIO,37,premium,1,171,41,25.5,4,7,469.21999999999986,676217,1,SILVER
3030,F,1.0,True,LOMBARDIA,1,standard,1,320,41,43.57142857142857,1,9,295.95000000000005,427453,0,SILVER
3031,M,1.0,False,LOMBARDIA,1,standard,1,124,41,10.0,19,10,904.48,754763,0,SILVER
3032,F,1.0,True,LOMBARDIA,16,premium,1,344,41,64.5,69,5,325.84000000000003,361694,1,SILVER
3033,M,1.0,True,LAZIO,39,premium,1,242,41,43.5,6,9,3692.5299999999997,552881,0,SILVER
3034,F,1.0,True,PUGLIA,31,premium,1,56,41,7.666666666666667,7,9,1065.71,850082,0,SILVER
3035,M,1.0,False,LIGURIA,20,standard,1,329,41,51.6,31,7,232.00000000000003,403726,0,SILVER
3036,M,1.0,True,CAMPANIA,35,premium,1,366,41,25.88888888888889,5,10,365.81,341891,0,SILVER
3037,M,1.0,True,LAZIO,37,standard,1,472,41,44.0,45,8,505.9,127069,1,SILVER
3038,M,0.0,True,LOMBARDIA,49,standard,1,413,41,103.66666666666667,48,6,551.3699999999999,281925,1,SILVER
3039,M,1.0,False,SICILIA,28,premium,1,99,41,7.5,66,6,472.98,787702,1,SILVER
3040,F,1.0,True,LOMBARDIA,16,business standard,1,415,41,31.6,72,7,308.29999999999995,242359,1,SILVER
3041,M,1.0,True,FRIULI VENEZIA GIULIA,4,standard,1,365,41,157.5,10,4,295.33,345075,1,SILVER
3042,F,1.0,True,VENETO,44,standard,1,90,41,7.0,0,9,276.0,799726,0,SILVER
3043,F,1.0,True,PIEMONTE,21,premium,1,290,41,28.5,67,7,3021.04,474905,1,SILVER
3044,F,1.0,True,LAZIO,33,premium,1,32,41,4.8,6,9,1910.3899999999999,888842,0,SILVER
3045,F,1.0,True,OTHERS,24,standard,1,434,41,57.0,70,8,341.35,203039,1,SILVER
3046,F,1.0,True,LAZIO,1,standard,1,371,41,34.5,60,10,421.4799999999999,332474,1,SILVER
3047,M,1.0,True,LOMBARDIA,16,standard,1,407,41,36.375,56,11,303.15999999999997,217740,1,GOLD
3048,M,1.0,True,TOSCANA,47,premium,1,35,42,2.0,24,8,939.1700000000001,867649,0,SILVER
3049,F,1.0,True,LOMBARDIA,8,premium,1,338,42,50.333333333333336,31,9,1320.3000000000002,395647,0,SILVER
3050,M,1.0,True,FRIULI VENEZIA GIULIA,4,premium,1,449,42,56.4,74,8,717.4599999999999,170844,1,SILVER
3051,M,0.0,True,LIGURIA,20,business standard,1,222,42,73.33333333333333,1,4,358.68,538948,1,SILVER
3052,M,1.0,True,LOMBARDIA,15,standard,1,408,42,78.66666666666667,20,4,224.15,11227,1,SILVER
3053,F,1.0,True,LIGURIA,20,standard,1,402,42,38.625,5,9,221.43,270363,0,SILVER
3054,M,1.0,False,TOSCANA,19,premium,1,210,42,30.5,23,7,771.8799999999999,605585,0,SILVER
3055,M,1.0,True,SICILIA,1,premium,1,362,42,95.66666666666667,51,5,976.7700000000001,350891,1,SILVER
3056,F,1.0,True,LAZIO,13,standard,1,459,42,55.6,70,6,401.35999999999996,149943,1,SILVER
3057,F,1.0,True,ABRUZZO,25,premium,1,261,42,32.0,66,10,1557.7199999999998,521289,1,SILVER
3058,M,1.0,True,LOMBARDIA,48,premium,1,54,42,11.0,10,6,418.44,527057,0,SILVER
3059,M,0.0,False,SICILIA,7,business premium,1,273,42,29.714285714285715,21,8,226.74,502822,0,SILVER
3060,F,1.0,True,VENETO,1,standard,1,301,42,28.0,68,9,461.90999999999997,459579,1,SILVER
3061,M,1.0,True,SICILIA,28,premium,1,114,42,6.0,7,6,296.55,364424,1,SILVER
3062,F,0.0,True,PUGLIA,46,premium,1,432,43,139.5,13,4,1128.33,188051,1,SILVER
3063,M,0.0,False,VENETO,5,premium,1,179,43,20.5,23,5,466.01,660481,0,SILVER
3064,M,1.0,True,CAMPANIA,38,standard,1,402,43,32.2,32,6,322.03000000000003,270115,1,SILVER
3065,M,1.0,True,LAZIO,39,premium,1,102,43,9.0,68,5,1567.0199999999998,781821,1,SILVER
3066,F,1.0,True,LOMBARDIA,32,premium,1,212,43,7.75,7,6,818.1299999999999,601773,0,SILVER
3067,M,1.0,True,LOMBARDIA,17,standard,1,431,43,46.0,68,7,330.29999999999995,96569,1,SILVER
3068,M,1.0,True,LAZIO,42,premium,1,30,43,3.6666666666666665,5,8,497.2199999999999,891514,0,SILVER
3069,F,1.0,True,LAZIO,42,premium,1,360,43,74.0,23,4,551.18,19700,1,SILVER
3070,F,1.0,True,PIEMONTE,45,premium,1,112,43,11.2,4,6,779.8100000000001,769212,1,SILVER
3071,F,1.0,True,LAZIO,29,standard,1,262,43,41.666666666666664,3,9,939.5399999999998,30401,1,SILVER
3072,M,0.0,True,SICILIA,7,premium,1,55,43,24.0,5,7,858.1600000000001,48874,0,SILVER
3073,F,1.0,True,VENETO,18,premium,1,86,43,3.8,6,8,446.81,804551,0,SILVER
3074,M,1.0,True,SICILIA,7,business premium,1,265,43,18.0,67,11,202.57,40238,1,SILVER
3075,F,1.0,True,LOMBARDIA,10,premium,1,238,43,42.0,69,7,410.09,337241,1,SILVER
3076,M,1.0,True,TOSCANA,47,premium,1,83,43,7.428571428571429,10,9,237.63000000000002,810631,0,SILVER
3077,M,1.0,True,LAZIO,1,premium,1,53,44,9.5,1,7,401.87,854421,0,SILVER
3078,F,1.0,True,SICILIA,6,standard,1,349,44,42.166666666666664,71,8,461.33,26036,1,SILVER
3079,F,1.0,True,EMILIA ROMAGNA,24,business standard,1,34,44,4.0,1,10,675.7399999999999,886435,0,SILVER
3080,M,1.0,True,VENETO,44,standard,1,158,44,20.75,74,7,553.6800000000001,695452,1,SILVER
3081,F,1.0,True,TOSCANA,47,premium,1,352,44,97.66666666666667,57,9,698.1,58477,1,SILVER
3082,M,1.0,True,LAZIO,33,standard,1,340,44,44.666666666666664,69,8,651.95,325684,1,SILVER
3083,F,1.0,True,CAMPANIA,3,premium,1,332,44,66.5,60,7,229.39000000000001,30897,1,SILVER
3084,F,1.0,True,LOMBARDIA,30,standard,1,309,44,40.857142857142854,10,9,264.34,46818,0,SILVER
3085,F,1.0,True,CAMPANIA,3,premium,1,215,44,21.833333333333332,66,7,375.58000000000004,587817,1,SILVER
3086,F,1.0,True,LOMBARDIA,40,standard,1,413,44,40.714285714285715,45,8,390.09,246870,1,SILVER
3087,M,1.0,False,PUGLIA,26,standard,1,470,44,50.333333333333336,40,7,433.38,129722,0,SILVER
3088,M,1.0,True,CAMPANIA,3,premium,1,418,44,55.6,72,7,647.28,235535,1,SILVER
3089,F,1.0,True,LOMBARDIA,40,premium,1,289,44,41.0,55,6,981.3199999999999,476735,1,SILVER
3090,F,1.0,True,LAZIO,33,premium,1,256,45,30.4,74,9,2101.62,503574,1,SILVER
3091,M,1.0,True,ABRUZZO,25,standard,1,29,45,3.5,5,9,332.4,893152,0,SILVER
3092,M,1.0,True,LOMBARDIA,30,premium,1,64,45,11.0,10,7,650.0500000000002,838499,0,SILVER
3093,M,1.0,True,VENETO,22,standard,1,28,45,2.0,19,4,285.92,894946,1,SILVER
3094,F,1.0,True,VENETO,44,business premium,1,336,45,65.4,7,8,218.95,58011,0,SILVER
3095,M,1.0,True,CAMPANIA,38,business standard,1,375,45,65.2,34,6,378.47999999999996,78223,1,SILVER
3096,F,0.0,True,PIEMONTE,2,premium,1,295,45,31.875,36,10,312.42,468463,0,SILVER
3097,M,1.0,True,PIEMONTE,45,standard,1,401,45,47.857142857142854,23,8,316.61,273173,1,SILVER
3098,F,1.0,True,CAMPANIA,35,standard,1,166,45,14.333333333333334,68,7,374.3,685495,1,SILVER
3099,F,1.0,True,LAZIO,29,premium,1,233,45,34.6,54,6,446.7800000000001,566997,1,SILVER
3100,M,1.0,True,CAMPANIA,38,premium,1,272,45,42.2,23,8,321.72999999999996,504087,1,SILVER
3101,F,1.0,True,FRIULI VENEZIA GIULIA,1,standard,1,309,45,65.0,36,5,300.34999999999997,447326,1,SILVER
3102,M,1.0,True,CAMPANIA,35,premium,1,63,45,6.0,29,9,1021.4799999999999,51626,0,SILVER
3103,M,1.0,True,VENETO,27,business standard,1,370,45,85.0,47,4,296.38,334834,1,SILVER
3104,M,1.0,False,PUGLIA,31,premium,1,139,45,15.166666666666666,4,8,1135.49,739470,0,SILVER
3105,M,1.0,False,VENETO,1,standard,1,105,45,13.5,3,7,416.5999999999999,778334,0,SILVER
3106,M,1.0,True,CAMPANIA,38,premium,1,324,45,27.375,101,11,657.46,420332,1,SILVER
3107,F,0.0,True,LAZIO,33,standard,1,387,46,46.0,32,11,324.04999999999995,298715,0,GOLD
3108,F,1.0,True,LAZIO,33,standard,1,249,46,24.5,47,9,1499.39,540164,1,SILVER
3109,F,1.0,True,LAZIO,39,premium,1,88,46,5.0,31,8,627.6500000000001,802279,1,SILVER
3110,M,1.0,False,ABRUZZO,25,business premium,1,260,46,39.333333333333336,5,7,1070.05,88018,0,SILVER
3111,M,0.0,True,CAMPANIA,3,standard,1,369,46,85.25,21,6,339.43999999999994,149217,0,SILVER
3112,M,1.0,True,LOMBARDIA,1,premium,1,240,46,41.5,68,7,830.59,555517,1,SILVER
3113,M,1.0,True,TOSCANA,47,premium,1,199,46,16.714285714285715,69,8,551.7300000000001,91308,1,SILVER
3114,F,1.0,False,LAZIO,1,standard,1,223,46,21.8,74,6,423.18999999999994,584038,1,SILVER
3115,M,1.0,False,FRIULI VENEZIA GIULIA,4,premium,1,176,46,42.25,0,6,326.05,666509,0,SILVER
3116,F,1.0,True,LOMBARDIA,48,premium,1,77,46,11.4,0,9,952.5099999999999,819282,0,SILVER
3117,F,1.0,True,LAZIO,1,business premium,1,245,46,3.2857142857142856,73,8,280.78,548014,1,SILVER
3118,M,1.0,True,VENETO,18,premium,1,353,46,28.125,73,9,232.64,33093,0,SILVER
3119,M,1.0,False,LAZIO,33,business standard,1,67,46,7.5,29,6,397.34000000000003,791464,0,SILVER
3120,F,1.0,True,LOMBARDIA,40,standard,1,451,46,29.5,36,11,386.23,166000,0,GOLD
3121,F,1.0,True,PIEMONTE,45,standard,1,462,46,47.8,35,6,231.82999999999998,144521,1,SILVER
3122,F,1.0,False,LAZIO,29,standard,1,383,47,15.666666666666666,3,7,225.59000000000003,307225,0,SILVER
3123,M,1.0,False,LAZIO,25,premium,1,102,47,21.0,20,6,1783.04,782221,0,SILVER
3124,F,0.0,True,CAMPANIA,35,premium,1,205,47,28.5,56,6,1103.5700000000002,612475,1,SILVER
3125,F,1.0,True,LAZIO,33,standard,1,426,47,32.375,60,9,466.09,218363,1,SILVER
3126,M,1.0,True,LOMBARDIA,34,premium,1,315,47,52.8,44,8,885.09,437225,0,SILVER
3127,M,1.0,True,PUGLIA,26,premium,1,196,47,46.75,7,8,487.64000000000004,628391,1,SILVER
3128,F,1.0,True,VENETO,46,standard,1,100,47,5.75,1,7,512.6,785649,0,SILVER
3129,M,1.0,True,LOMBARDIA,48,premium,1,347,47,39.375,27,11,1519.3999999999999,378745,0,DIAMOND
3130,F,1.0,True,SICILIA,7,standard,1,214,47,50.25,12,5,290.0,598594,1,SILVER
3131,M,1.0,True,TOSCANA,1,standard,1,349,47,49.833333333333336,49,7,282.75,374812,1,SILVER
3132,M,1.0,True,PUGLIA,46,standard,1,467,48,49.0,37,7,846.53,135751,0,SILVER
3133,M,1.0,True,VENETO,27,standard,1,48,48,5.5,1,10,539.6899999999999,10548,0,SILVER
3134,M,1.0,True,LAZIO,37,premium,1,51,48,6.333333333333333,10,8,423.88,858548,0,SILVER
3135,M,1.0,False,LAZIO,33,standard,1,161,48,14.6,1,11,205.14000000000001,695908,0,SILVER
3136,M,1.0,True,TOSCANA,47,business premium,1,143,48,18.833333333333332,27,8,490.95000000000005,98310,0,SILVER
3137,M,1.0,True,CAMPANIA,35,business premium,1,101,48,10.5,33,7,869.61,783320,0,SILVER
3138,M,1.0,True,VENETO,18,standard,1,287,49,46.333333333333336,4,10,321.15000000000003,66498,0,SILVER
3139,F,1.0,True,LOMBARDIA,34,business premium,1,337,49,74.25,23,7,2219.7199999999993,398569,0,SILVER
3140,M,1.0,True,UMBRIA,9,standard,1,354,49,38.0,6,10,545.37,365305,0,SILVER
3141,M,0.0,True,LAZIO,29,standard,1,414,49,49.666666666666664,50,8,443.53000000000003,245007,0,SILVER
3142,F,0.0,True,SICILIA,28,premium,1,242,49,31.142857142857142,21,10,1169.3100000000004,550427,0,SILVER
3143,M,1.0,True,TOSCANA,19,standard,1,100,49,6.6,51,8,243.03000000000003,785631,0,SILVER
3144,F,1.0,True,LAZIO,33,premium,1,324,50,42.0,69,8,395.88,419787,0,SILVER
3145,M,1.0,True,LIGURIA,20,standard,1,65,50,11.6,5,7,359.58,835833,0,SILVER
3146,M,0.0,False,LOMBARDIA,17,premium,1,197,50,25.714285714285715,5,9,1813.3,9266,0,SILVER
3147,M,1.0,True,PIEMONTE,21,standard,1,384,50,59.8,60,7,593.49,306213,0,SILVER
3148,M,0.0,True,TOSCANA,19,premium,1,148,51,30.5,24,10,2925.08,725930,0,SILVER
3149,M,1.0,True,VENETO,27,standard,1,93,51,12.0,31,8,1442.3000000000004,796269,0,SILVER
3150,M,0.0,True,LAZIO,37,business standard,1,94,51,6.25,30,9,1536.3000000000004,27798,0,SILVER
3151,M,1.0,True,EMILIA ROMAGNA,1,standard,1,274,51,38.42857142857143,1,8,233.71999999999997,500338,0,SILVER
3152,F,1.0,True,EMILIA ROMAGNA,41,premium,1,415,51,82.5,30,6,1020.9499999999999,243030,0,SILVER
3153,M,0.0,True,VENETO,22,premium,1,144,51,18.833333333333332,29,8,235.70999999999998,722036,0,SILVER
3154,M,0.0,False,LAZIO,37,premium,1,150,51,19.2,37,7,479.5,711705,0,SILVER
3155,M,1.0,True,EMILIA ROMAGNA,14,business premium,1,253,51,39.0,57,5,413.13000000000005,39601,1,SILVER
3156,F,1.0,True,ABRUZZO,25,premium,1,280,51,18.666666666666668,106,11,408.84000000000003,492450,0,SILVER
3157,M,0.0,True,LAZIO,37,standard,1,355,51,39.57142857142857,1,8,318.42999999999995,364684,0,SILVER
3158,M,1.0,True,VENETO,44,standard,1,161,51,23.8,36,7,357.34,696140,0,SILVER
3159,M,1.0,True,UMBRIA,9,premium,1,138,52,20.5,11,8,256.44,94832,0,SILVER
3160,M,1.0,True,VENETO,44,standard,1,100,52,10.11111111111111,5,11,167.44,785772,0,SILVER
3161,M,0.0,False,PIEMONTE,2,business premium,1,183,52,24.0,60,6,450.84000000000003,653836,0,SILVER
