,Unnamed: 0.1,Unnamed: 0,order_id,customer_id,store_id,product_id,direction,gross_price,price_reduction,perc_price_reduction,purchase_datetime,TBS,churn
54563,190818,214241,4548755ed0cabc0da331bb20806abab7,177812,41,36150590,1,2.99,0.0,0.0,2023-03-26,115.0,1.0
54585,190895,214319,5b85b58c13b3d573f88d63dda985bd84,177874,41,35653884,1,9.25,0.0,0.0,2023-04-11,287.0,1.0
54587,190899,214323,3b56d9e3e20f3ee8294369a073fb33cd,177878,34,36483461,1,4.95,0.0,0.0,2023-04-03,236.0,1.0
54592,190915,214339,989fb32d2403b202006346cd5188c907,177902,15,33700716,1,0.2,0.0,0.0,2023-02-10,259.0,1.0
54594,190927,214351,280aaa2f79d461f1def4a61fffc07cbf,177925,31,34843564,1,0.8,0.0,0.0,2023-02-21,230.0,1.0
54598,190942,214366,f75f2b93541bcb6fc707efa7fb4ba3be,177969,14,34252904,1,5.9,0.0,0.0,2023-02-28,294.0,1.0
54602,190957,214381,b75dddbff062f9c96587ccb1cc12bb50,178031,28,35798315,1,31.96,0.0,0.0,2023-04-12,127.0,1.0
54614,190987,214414,01080787e35dcb9690d15ac663c8cfd9,178150,37,32840766,1,52.94,0.0,0.0,2022-10-24,123.0,1.0
54624,191022,214449,dce400b53572d4b2cd7fc8b34ae0c5e1,178181,13,33817091,1,0.5,0.05,10.0,2023-02-02,148.0,1.0
54630,191043,214470,4944a4b7e48b4f80605c72f45f522c8e,178248,35,33700716,1,0.2,0.03,15.0,2022-10-09,156.0,1.0
54632,191050,214477,fc2163b0dc6a122e440075eeb969c805,178248,35,33892572,1,4.2,0.0,0.0,2023-03-21,152.0,1.0
54650,191123,214556,91515bea5afe5ec6ec09124025a2c7b9,178393,4,35180012,1,6.75,1.85,27.40740740740741,2022-12-31,132.0,1.0
54662,191147,214580,f3260726c940e8cd5493952c3fd1c5c2,178415,39,36255940,1,1.0,0.0,0.0,2022-10-16,122.0,1.0
54663,191148,214581,ee0dd037f5af844aea67351feb06e23b,178415,39,35265692,1,7.49,0.0,0.0,2023-04-27,193.0,1.0
54664,191150,214583,92d496835c2384e5084d80b3e7f5217a,178417,25,35281365,1,16.99,0.0,0.0,2023-02-05,171.0,1.0
54670,191175,214608,9e51abbbecb93d9c20cfad675bd1fae0,178436,37,33817091,1,0.5,0.0,0.0,2023-01-10,182.0,1.0
54678,191193,214626,326e57860d0079cf1baa3c4103dfeb19,178442,13,33700716,1,0.2,0.0,0.0,2023-01-03,188.0,1.0
54688,191229,214662,747ca0977d97e4a58b33ac0eab850a72,178507,5,32566555,1,14.9,2.0,13.422818791946307,2023-03-13,134.0,1.0
54690,191234,214667,a856959764e269bb928bee0df3175f61,178510,41,35895482,1,9.99,0.0,0.0,2023-01-11,254.0,1.0
54692,191237,214670,1c405b58fa17d8a56fc7ac2fa2017c31,178521,43,35738633,1,4.99,0.0,0.0,2023-03-31,112.0,1.0
54698,191250,214683,1dac2390b7e3fa96a84ef70963e6dd3e,178543,49,31733695,1,4.99,0.0,0.0,2022-12-30,170.0,1.0
54720,191314,214757,41648183dbb64e179556e57ad5d25156,178617,24,33120913,1,5.6,0.0,0.0,2023-03-01,112.0,1.0
54721,191322,214765,094a2fb927815bdf932039e0623d3920,178621,33,32840766,1,52.94,0.0,0.0,2023-02-18,282.0,1.0
54723,191335,214778,2577144bf382ad2ca88290bd6e465633,178632,21,33700716,1,0.2,0.0,0.0,2022-11-26,172.0,1.0
54730,191353,214796,6f16ae4c10eda1b1924aacdccb00971b,178709,29,34266470,1,8.97,0.0,0.0,2023-03-18,145.0,1.0
54736,191366,214809,68c713e2bf7d9b72adfe5524d989ab4c,178715,28,33348714,1,4.99,0.0,0.0,2023-02-02,126.0,1.0
54740,191391,214834,e36544e2f10fa319355b76499cfcccfe,178765,38,33700716,1,0.2,0.0,0.0,2022-11-19,110.0,1.0
54741,191400,214843,d08fef01e86fc6c724bb264f04cf84bd,178771,18,35411796,1,2.65,0.0,0.0,2023-01-27,218.0,1.0
54748,191422,214865,7ba56e0191cba4471f0076446419eb70,178821,38,36635606,1,63.98,0.0,0.0,2023-04-01,146.0,1.0
54751,191429,214872,ee24e02733083a190a07cd56fb3cd0fa,178834,41,35333256,1,4.95,0.05,1.0101010101010102,2022-11-05,136.0,1.0
54752,191432,214875,13e51fa23fec497b7e44d2cd537195d8,178837,40,36302525,1,21.99,0.0,0.0,2023-01-06,209.0,1.0
54766,191471,214920,02fb83191cc831d33e977f12a2b5e3b8,178884,15,81250174,1,19.9,0.0,0.0,2023-04-29,178.0,1.0
54771,191487,214937,1c90fc9cb4d14d566afc9a71699a9747,178913,31,36542415,1,1.7,0.0,0.0,2023-04-20,205.0,1.0
54780,191519,214970,f0a94f7f19598690cd1ff77c3695b9b6,178993,11,81265320,1,3.5,0.0,0.0,2023-04-18,232.0,1.0
54784,191530,214989,c5533d269b903ed2df3c6370e1a52a0b,179015,17,33120913,1,16.8,0.0,0.0,2022-10-14,149.0,1.0
54791,191550,215012,78eb40e0af495118f76ccef5c8cf953c,179048,31,35417704,1,1.95,0.0,0.0,2022-11-02,173.0,1.0
54793,191561,215023,b018991633ea7d09a991e779b846fd29,179063,18,35750260,1,1.3,0.0,0.0,2022-10-10,144.0,1.0
54803,191611,215083,8904cadcf8e52fa3d1aaf83897f67086,179072,24,33817091,1,0.5,0.0,0.0,2023-03-15,152.0,1.0
54812,191655,215127,e12015e2c4f2ba6c0cf37ac4e1681ab4,179103,40,35842282,1,1.5,0.0,0.0,2023-04-07,139.0,1.0
54815,191665,215137,12a2afac07cee8d0458ef498be0e8d0f,179109,10,35281386,1,10.75,0.0,0.0,2022-09-06,117.0,1.0
54816,191666,215138,c3295f7c82ae78f6ddb2544b71b1d8ba,179109,17,34129942,1,1.5,0.0,0.0,2023-03-08,183.0,1.0
54824,191688,215164,cda50b69161792a607e291c8043bbe63,179131,22,34269844,1,4.9,0.0,0.0,2022-12-22,181.0,1.0
54834,191725,215201,35527402c4c1f2492c780ffbe968b83f,179149,7,36593872,1,9.9,0.0,0.0,2022-11-18,127.0,1.0
54836,191728,215204,5406794a0ca374ed2d361f7e7c70edd5,179149,7,34060782,1,5.35,0.0,0.0,2023-03-30,110.0,1.0
54841,191742,215218,090c192490af99d8b6a7af0ac08516dc,179243,19,32175766,1,13.5,0.0,0.0,2022-09-08,111.0,1.0
54846,191753,215229,d9c6f3b2d0a140d7df19eb0a819fbe5a,179247,29,30410415,1,6.75,0.0,0.0,2023-01-13,120.0,1.0
54854,191781,215257,2bd1eae9ce1c46b7a574767005744f2d,179268,21,33892572,1,1.4,0.0,0.0,2023-03-14,209.0,1.0
54861,191802,215278,16f476165e5f9889acba6d881c3c7bde,179310,46,34010823,1,3.45,0.0,0.0,2023-03-16,137.0,1.0
54923,191993,215483,1dd670f455e8f6cc294a7f35e4538f55,179449,7,36255954,1,2.6,0.0,0.0,2023-04-07,287.0,1.0
54934,192025,215516,b0709c18e8c1dde1b6875a01b4b0a1d1,179517,14,34921481,1,9.99,0.0,0.0,2023-04-29,197.0,1.0
54937,192035,215526,a4fd00c05db76285b4b9ee8c417a1c36,179538,40,36217860,1,2.15,0.0,0.0,2022-11-10,110.0,1.0
54939,192042,215533,b413c608a39d6244644f4d82082417e4,179566,6,35931154,1,1.0,0.0,0.0,2022-12-20,177.0,1.0
54947,192059,215550,f9280a209c667b01dc5909bf406119c2,179617,25,35122990,1,3.99,0.4,10.025062656641603,2023-01-14,133.0,1.0
54972,192143,215637,34e54fbffe0f426c644a2cd381009478,179684,6,35099736,1,4.99,0.0,0.0,2022-12-13,192.0,1.0
54982,192198,215692,eaaf3d3b76543a20e7a8a25a478461da,179761,14,33700716,1,0.2,0.0,0.0,2022-10-05,115.0,1.0
54986,192224,215753,189227dc036b35209caa59fc75bbe107,179811,19,35874006,1,0.24,0.0,0.0,2023-01-27,147.0,1.0
54991,192248,215778,ce4bf1f5d8aed3e7a1bf63c3d35da277,179824,49,35333116,1,1.99,0.0,0.0,2022-09-19,118.0,1.0
54992,192262,215792,8d4db7f717f5de254a7754db26aa90ea,179844,7,35333116,1,1.99,0.0,0.0,2023-02-24,292.0,1.0
54995,192270,215800,be4349d08536bb579585c0350c96a8b6,179864,39,34265231,1,5.07,0.0,0.0,2023-01-06,114.0,1.0
54998,192276,215806,849fc9145a8e318f48ba4f6ea7cf0188,179867,39,81259464,1,3.98,0.0,0.0,2022-09-23,137.0,1.0
55010,192327,215857,8eb622d263384716d8e4e2b67e2fcd87,179921,3,32452182,1,7.6,0.0,0.0,2022-12-21,177.0,1.0
55032,192389,215920,59eeb5fd88ac9a2900ad2267ea8dddd5,179996,37,34566980,1,7.99,0.0,0.0,2023-04-30,169.0,1.0
55037,192408,215939,e138274abc889e40a74767addaebda78,180000,39,32079103,1,0.9,0.0,0.0,2023-03-25,209.0,1.0
55061,192511,216042,090d6350910e1b60585e5ae827a88619,180068,43,31002643,1,4.95,0.0,0.0,2023-03-05,128.0,1.0
55064,192519,216053,05c8aab00b2001d592f017a1a6aad4e7,180071,49,81250174,1,19.9,0.0,0.0,2022-12-27,200.0,1.0
55077,192596,216132,de95bc128bcb985234f7f336ede5dac3,180123,29,36076145,1,3.3,0.0,0.0,2023-02-10,189.0,1.0
55103,192677,216216,2cb09e43d632dcd63068b7d508373cb4,180196,28,35859005,1,1.8,0.0,0.0,2023-04-05,191.0,1.0
55104,192681,216220,5d62e547ce84567fe0734dcd2b5ac369,180201,46,34933836,1,4.9,0.0,0.0,2022-11-27,117.0,1.0
55110,192691,216230,ff957fd0e47d7c7b5a0cdadc07875928,180208,46,34979133,1,19.8,0.0,0.0,2022-12-09,118.0,1.0
55119,192707,216246,780c3a653877a68838711e67f1256edf,180240,33,34269851,1,4.9,0.0,0.0,2022-11-30,151.0,1.0
55123,192723,216262,6412e73fa0053bc1ea0a4d2c8a5ffeac,180257,32,35653884,1,9.25,0.0,0.0,2023-01-04,117.0,1.0
55134,192751,216290,a037069ad1de28abc56026f9d34d2066,180296,27,81265211,1,2.99,0.0,0.0,2023-03-03,109.0,1.0
55140,192765,216304,cad747472183971a08614bb99443f893,180354,24,32591503,1,6.7,0.0,0.0,2023-03-16,193.0,1.0
55146,192779,216318,954c7efa3d08b0c7ca42337a4590c76a,180368,27,34387591,1,6.95,0.0,0.0,2023-02-20,145.0,1.0
55158,192822,216364,216d141dc299686b6252cf48c166b18e,180386,4,32157580,1,1.9,0.0,0.0,2023-03-01,170.0,1.0
55160,192828,216370,f29b9fca16452fcbc2a8711775f8eca3,180419,36,81268131,1,3.6,0.0,0.0,2023-04-30,251.0,1.0
55161,192832,216374,ea0709e3c4c2307d2e054925daac5b5c,180429,39,35890113,1,2.5,0.0,0.0,2023-03-27,193.0,1.0
55168,192846,216388,85c8c53c49598593d1ec711279db8372,180435,3,35766080,1,19.6,1.96,10.0,2023-01-02,114.0,1.0
55184,192879,216421,1ed1ecc3362eff5bdc251e3ebef0fb03,180465,27,33700716,1,0.2,0.0,0.0,2022-09-23,126.0,1.0
55185,192886,216428,159f0e041f771ac73c99ca6303b84b93,180465,27,81273175,1,2.99,0.0,0.0,2023-01-24,123.0,1.0
55187,192891,216433,d00ad1ce860d704665a6ce03858862c2,180479,37,33700716,1,0.2,0.0,0.0,2023-03-17,124.0,1.0
55189,192897,216439,45312539a20a8c36c8dfcb0a23d233b3,180483,45,31569580,1,3.98,1.98,49.74874371859296,2023-03-30,294.0,1.0
55191,192908,216450,464cf77838500fd54ffdfb3bcb34d771,180506,30,35739123,1,2.65,0.0,0.0,2022-10-27,147.0,1.0
55200,192926,216468,6db6c56768c254ea6c9d72ce27d8f754,180541,24,35895503,1,19.98,0.0,0.0,2022-10-21,141.0,1.0
55214,192979,216523,72e5c3152b31d4a7d691e9b8d271aec6,180592,32,35242851,1,37.9,0.0,0.0,2023-03-27,109.0,1.0
55217,192984,216528,b9172726380af6c1ff2aee92a87df110,180593,2,33700716,1,0.2,0.0,0.0,2023-01-12,184.0,1.0
55219,192989,216533,28939880dcc2aa448493b91297dc20ca,180599,21,35804895,1,9.98,0.0,0.0,2022-11-01,124.0,1.0
55241,193057,216601,46581081232ebb98669d6713fe2210a7,180697,26,35099736,1,9.98,0.0,0.0,2022-09-19,120.0,1.0
55248,193075,216619,48d828cc11b2e3f9d46c72de5b8326a0,180709,9,48011971,1,133.1,0.0,0.0,2022-12-28,127.0,1.0
55250,193085,216644,8b987201e613aa5e873664f8dd21537f,180727,5,34566980,1,6.99,0.0,0.0,2022-11-18,155.0,1.0
55252,193105,216667,9b57603a53c1588e50bd1173ff5053db,180779,13,36217916,1,1.69,0.0,0.0,2022-11-01,184.0,1.0
55256,193115,216677,1e9fdcb0ddea0e9670d98e846ec14e4a,180810,45,34060873,1,4.99,0.0,0.0,2022-12-22,111.0,1.0
55266,193146,216708,300e82a076d0ef40856a524859842e37,180875,6,35163436,1,48.21,0.0,0.0,2023-01-03,243.0,1.0
55268,193155,216717,a24c33e4ef699e72c674dc7588f2c502,180890,10,35457821,1,13.99,4.09,29.23516797712652,2022-10-12,136.0,1.0
55274,193198,216859,ae726251eab5a8db23428337fb633d4e,180930,32,36214080,1,1.2,0.0,0.0,2022-10-27,126.0,1.0
55301,193319,216985,cd456c3a303f881a87e604331f98c6f8,180975,19,35738836,1,2.99,0.0,0.0,2023-04-24,165.0,1.0
55314,193375,217041,0bae67ad53e0525d6a68adf578cd859c,181077,7,35209202,1,1.98,0.0,0.0,2023-02-24,175.0,1.0
55318,193392,217058,472f18ddeb552c380e3d05108e47b2ab,181118,27,35905324,1,4.99,0.0,0.0,2022-09-15,127.0,1.0
55346,193472,217141,473ba29d02b2e01bfc931343e930dba0,181189,12,35417704,1,3.9,0.0,0.0,2023-02-02,202.0,1.0
55347,193477,217146,22ac8a414b7d8cc0112a4a6e3602e82b,181212,48,30327682,1,17.0,0.0,0.0,2022-10-04,118.0,1.0
55354,193503,217172,97b0b48a0b276525af984541bc2abcf0,181236,6,81265211,1,2.99,0.0,0.0,2023-01-21,206.0,1.0
55355,193505,217174,9e513c9e501d7991049eba5cdb8785bb,181238,8,34618570,1,4.49,0.0,0.0,2023-03-24,213.0,1.0
55356,193508,217177,786e393015c0715cc5c517cd1a333244,181248,10,34609743,1,23.8,0.0,0.0,2023-04-29,337.0,1.0
55362,193525,217194,0cd3f6ff68ead2dac14c66148b44bc3d,181264,21,33700716,1,0.2,0.0,0.0,2023-03-01,153.0,1.0
55366,193544,217215,f054d327c940c21ea31d0c6c8a93232f,181285,31,31128321,1,8.99,0.0,0.0,2023-04-12,139.0,1.0
55370,193549,217220,8fbf270e87c9b4e604e5b49d3757170d,181302,44,33700716,1,0.2,0.0,0.0,2022-11-01,122.0,1.0
55381,193579,217250,86cdd68a2793b2207bb80cde2cc28f49,181366,45,35611086,1,35.6,0.0,0.0,2022-11-24,190.0,1.0
55383,193584,217255,8906811f9042c0421f1eabf55c2e4e32,181373,41,35856352,1,7.9,0.0,0.0,2022-10-13,131.0,1.0
55401,193629,217300,060bfe9dde3e12a1afda5036ef955ca9,181386,32,36217916,1,1.69,0.0,0.0,2023-03-31,154.0,1.0
55430,193707,217378,8c230d86cda25a7ebd0f14f290cb6218,181416,30,32388923,1,2.05,0.0,0.0,2022-12-07,115.0,1.0
55436,193720,217392,af5104b91db80058f4feeffadf472240,181472,17,30886765,1,1.45,0.0,0.0,2022-10-01,123.0,1.0
55448,193751,217423,506ec5ee07a5e2e85a4a7cb9085e09e5,181493,49,33700716,1,0.2,0.0,0.0,2023-01-06,234.0,1.0
55450,193757,217431,265e3940d6e141bb327c2539817548ec,181501,40,34085394,1,5.99,0.0,0.0,2022-11-17,119.0,1.0
55460,193775,217450,698d8d9c71de0151fa40c23669c7ec6b,181506,8,36161790,1,6.99,0.0,0.0,2023-04-20,295.0,1.0
55471,193824,217505,2075fdf01e698777815ef69474a8cd98,181514,49,34609722,1,8.85,0.0,0.0,2023-03-08,162.0,1.0
55485,193861,217546,90de2db0be5d9d198609466669a250ad,181554,44,34609743,1,5.95,0.0,0.0,2023-02-16,133.0,1.0
55500,193918,217613,a9d2db9feb74bfa837bd6fa6021d2189,181631,43,33700716,1,0.2,0.0,0.0,2023-04-20,161.0,1.0
55501,193922,217617,45c4b9e9879117da5698be4219bfe87e,181633,24,35839615,1,1.9,0.0,0.0,2022-09-01,111.0,1.0
55511,193998,217721,7a5a89dd55a74ce1aa0bd611a8450c7c,181723,12,35905191,1,71.92,7.19,9.9972191323693,2022-12-01,154.0,1.0
55528,194051,217782,a5527712c6636b3709c5595b856499ba,181742,34,81264045,1,20.97,0.0,0.0,2023-02-06,129.0,1.0
55554,194114,217845,9197fd6b0011ca658117a63f3624702a,181816,45,81274743,1,1106.16,2.64,0.2386634844868735,2022-10-11,161.0,1.0
55566,194155,217888,3df14a1233c89f2546d8e04436bcd494,181828,32,33892586,1,1.25,0.0,0.0,2023-04-11,141.0,1.0
55567,194161,217894,491fa84027cf7f442f268e8121d75780,181830,5,35895482,1,9.99,0.0,0.0,2022-12-02,182.0,1.0
55568,194164,217897,57638aba37d6b4dbca0a0ee15d236e45,181840,5,33700716,1,0.2,0.0,0.0,2022-12-27,135.0,1.0
55572,194179,217912,cfbc6c9603a6c890a0d372c93a7a0c71,181855,48,33700716,1,0.2,0.02,10.0,2022-10-06,107.0,1.0
55581,194204,217937,fc5a18f422092ebf8911852cbcb212d8,181858,10,35936334,1,3.09,0.0,0.0,2022-12-16,113.0,1.0
55589,194232,217971,1392373bbfea9962615a919aa4545633,181879,40,32157580,1,1.9,0.0,0.0,2022-12-12,107.0,1.0
55616,194316,218058,c6e3b2fc90b3c73e79af75bbdd1facc0,181957,44,35606403,1,3.95,0.0,0.0,2023-03-01,172.0,1.0
55626,194347,218105,149a7d1db0e2e3b869a9d976b311dda3,181991,14,32308962,1,5.95,0.0,0.0,2023-01-03,117.0,1.0
55644,194417,218178,69a6647e029b10548cedcdd68905519a,182017,38,35918470,1,5.99,0.0,0.0,2023-04-23,353.0,1.0
55648,194425,218186,8e728a2d527b99bc1c9825ba9cd9d72a,182021,40,36284913,1,14.95,0.0,0.0,2022-11-17,131.0,1.0
55672,194527,218291,375db40c139dfee46c331e722ce2591d,182364,21,30126292,1,1.55,0.0,0.0,2022-10-10,142.0,1.0
55675,194546,218310,40b322fc01f183c45c472257e8e98a5b,182417,45,33995773,1,4.99,0.09,1.8036072144288573,2023-02-23,110.0,1.0
55685,194574,218373,99a060fcb28c5001122810408ab16252,182439,28,33700716,1,0.2,0.02,10.0,2023-02-10,140.0,1.0
55689,194589,218391,b128a63e38c5559964f0af49a803a5a9,182451,21,33817091,1,0.5,0.0,0.0,2023-04-12,230.0,1.0
55693,194617,218419,e76534fc6d2a2bd02f6ba7135c5ecc12,182484,47,33995773,1,4.99,0.0,0.0,2023-02-17,150.0,1.0
55696,194625,218427,4a41c2b93975d0e03c84d279373973a2,182499,36,32842761,1,2.95,0.0,0.0,2022-12-19,107.0,1.0
55705,194643,218445,4f842075a571c1e00b111acb3eccb5f4,182571,23,81274749,1,16.17,0.0,0.0,2023-02-12,208.0,1.0
55711,194662,218464,5786cb0f94bb40e9bcdf85e8634330e1,182583,21,36547980,1,3.99,0.0,0.0,2023-02-17,175.0,1.0
55712,194664,218466,f65734d7dffe92d90a6a321b2d756672,182606,49,36237691,1,23.98,0.0,0.0,2023-03-29,139.0,1.0
55732,194719,218521,d60a34511e2b4080cbd943abfaf4e00a,182677,22,81259496,1,14.9,0.0,0.0,2023-02-24,253.0,1.0
55739,194737,218539,026af3bfc37cbbb4f79f1302cb380fb7,182726,38,35609266,1,2.0,0.0,0.0,2023-02-17,153.0,1.0
55748,194766,218568,eb6419480f8de4895a44b2c44d61c5d2,182754,49,33700716,1,0.2,0.0,0.0,2023-02-06,201.0,1.0
55753,194783,218587,7621a59f67bdb7091dece1ee72fa962e,182761,38,33700716,1,0.2,0.0,0.0,2023-04-11,237.0,1.0
55755,194788,218592,13885564f1f8c7ae8dc92a22f4bfa776,182764,22,33995773,1,4.99,0.0,0.0,2023-03-10,151.0,1.0
55778,194847,218651,33d52cfd31d6e4c4142fc4854c907e2a,182839,38,35333095,1,1.99,0.0,0.0,2023-02-13,193.0,1.0
55791,194886,218691,cc9f8fe0be49347a7abca20be5234f0f,182898,47,36168384,1,2.5,0.25,10.0,2023-02-24,142.0,1.0
55792,194890,218695,214e81f990ea4b9e66c922425b067b9f,182899,7,35936334,1,3.09,0.0,0.0,2022-12-20,168.0,1.0
55796,194906,218711,870fed523bbc984a8e48fc8ee67e5c1d,182929,22,35576345,1,5.99,0.0,0.0,2022-10-27,127.0,1.0
55797,194907,218712,3217eb153292664e84fb8f26e2495396,182929,22,35576345,-1,-5.99,0.0,0.0,2023-03-09,133.0,1.0
55799,194912,218717,856de93dbbe818324c37bd9c905e7065,182962,38,34581001,1,4.9,0.0,0.0,2022-10-22,146.0,1.0
55806,194932,218737,2940a4b2cb7df3e9d6a21b0a02910a1d,183021,30,35653884,1,9.25,0.0,0.0,2023-02-15,272.0,1.0
55828,195024,218830,9414bee34265bf99e8d2e4c8a2978508,183086,34,32157580,1,3.8,0.0,0.0,2023-04-07,302.0,1.0
55831,195030,218836,004eefb1f50dd3fc2c3d706dc4ab07aa,183095,26,35442596,1,2.8,0.0,0.0,2023-02-23,143.0,1.0
55833,195037,218843,11952f7fe986fd636a740bca30672ee7,183102,13,36268393,1,12.9,0.0,0.0,2022-12-06,179.0,1.0
55842,195060,218866,d97eb8c81a0b7237b285078b22ba88e9,183125,40,81259498,1,14.9,0.0,0.0,2022-11-09,160.0,1.0
55851,195110,218932,7ee75d6d47353b0c6944698587091857,183141,2,36233421,1,29.25,0.0,0.0,2022-10-03,111.0,1.0
55856,195123,218945,1db7fa0e60f37eb912122bee7a9793a4,183144,42,34609722,1,5.9,0.0,0.0,2023-03-19,180.0,1.0
55858,195135,218957,3337149b2d40e1a310ea063cdd5db39d,183172,3,35315252,1,3.6,0.0,0.0,2023-02-24,175.0,1.0
55879,195196,219023,41d4cb7c90a5d864aa9eabd93743fa6c,183233,34,31618321,1,15.9,0.0,0.0,2022-12-05,107.0,1.0
55883,195214,219042,0e7041431cb317b71d772d7e04e187ce,183250,5,81256063,1,19.8,0.0,0.0,2022-10-28,148.0,1.0
55884,195221,219049,91c09dc2f999fc340382b9c849e340c1,183263,12,36301685,1,19.95,0.0,0.0,2023-03-09,188.0,1.0
55892,195253,219081,daef38d00b1c9f7be90422465bb1e872,183303,3,33120913,1,2.8,0.0,0.0,2023-04-25,122.0,1.0
55905,195340,219168,d3c2dea350634bd89b8ee4458b2e2e3f,183314,2,30475165,1,2.65,0.0,0.0,2022-11-17,160.0,1.0
55913,195375,219203,74623f93289d33d8712894eb7ee9c475,183366,17,33817091,1,0.5,0.0,0.0,2023-04-26,138.0,1.0
55916,195393,219221,1fd3616e65d3052ca6ece3a88619cc67,183378,5,35587720,1,1.95,0.05,2.5641025641025643,2022-11-10,127.0,1.0
55917,195395,219223,50e92da990cc0dc8067a33a987d2a28a,183378,5,35587720,1,5.85,0.15,2.564102564102564,2023-03-24,134.0,1.0
55919,195401,219229,7d9e15dcad4f904b5153528842ad4406,183413,26,34126106,1,3.3,0.0,0.0,2022-09-24,142.0,1.0
55924,195419,219247,d5292f224344dbcae7f16454c500f236,183430,26,34933836,1,4.9,0.0,0.0,2022-12-07,166.0,1.0
55925,195423,219251,488bc61cde3608f62a775f76e1fb05f9,183438,15,35838733,1,5.6,0.0,0.0,2022-10-31,112.0,1.0
55927,195436,219264,cc69228afcc8d2d945d0204add6f19e8,183464,45,34269851,1,4.9,0.0,0.0,2022-12-09,203.0,1.0
55929,195439,219267,339ded9e80b6f0ef85dffefd121cf2c2,183483,37,34661424,1,19.6,0.0,0.0,2023-03-16,199.0,1.0
55935,195452,219280,110018cadc51ff2d7bb20f06af0b1bb4,183487,22,33700716,1,0.2,0.0,0.0,2023-03-24,182.0,1.0
55949,195527,219356,aa50ee023765d5bf4b5fade7cf1692e9,183563,29,35748790,1,0.07,0.0,0.0,2023-01-03,177.0,1.0
55954,195547,219376,9d3fb6a6f4eef14c61f0a8057c9c0bcf,183585,33,81259464,1,1.99,0.0,0.0,2023-02-16,190.0,1.0
55957,195567,219396,0c2bf886f4cce74f9a7e0ee51cc5eebb,183586,39,34130894,1,27.0,0.0,0.0,2023-04-04,200.0,1.0
55963,195587,219416,8d7764dbfcda4b9dc4a54484f2ae733d,183604,35,32449354,1,12.45,0.0,0.0,2022-11-18,161.0,1.0
55975,195634,219463,45ac6d256c7860a18d603e83ca0b8659,183715,12,36268393,1,12.9,0.0,0.0,2023-02-17,184.0,1.0
55987,195681,219510,3fe5db3eb462048c790deb59de91c6d5,183777,21,35863723,1,4.99,0.09,1.8036072144288573,2022-12-30,201.0,1.0
55990,195696,219525,1dde53b6b747491d4ae1a44cbfcbee4a,183798,41,33937771,1,0.45,0.0,0.0,2022-12-06,114.0,1.0
55997,195718,219550,b7edefa146956f0715967922479f2b6b,183851,6,35606403,1,3.95,0.0,0.0,2023-01-13,160.0,1.0
55999,195728,219562,52e4725e4749895004958c988e23d8d5,183936,40,34601371,1,12.7,0.0,0.0,2023-04-01,330.0,1.0
56003,195741,219576,a823586528df35db5b20c060313b9bd1,183952,2,34921481,1,9.99,0.0,0.0,2023-01-03,123.0,1.0
56004,195748,219583,2d07476d25b5d7ed996dcf61822d2589,183962,3,32388916,1,2.15,0.0,0.0,2023-02-11,196.0,1.0
56021,195797,219632,f72c28420e84c9cd8a06292c0fd379f6,184013,15,34261010,1,2.2,0.0,0.0,2022-11-28,137.0,1.0
56023,195800,219635,ad5f29ec90ca318abd170223d2f6c829,184013,15,33421696,1,2.6,0.0,0.0,2023-04-30,127.0,1.0
56037,195844,219679,5b283541efbe4b1e6000c60ed22d2834,184016,36,35065352,1,2.05,0.0,0.0,2023-03-30,170.0,1.0
56047,195866,219701,1acaf5d07974b70dfcc4c745da35513c,184043,29,33817091,1,0.5,0.0,0.0,2022-11-24,140.0,1.0
56050,195880,219718,4f7a7ad781713ecf3d96b55e9dfece1c,184048,3,31908191,1,19.9,0.0,0.0,2022-12-02,136.0,1.0
56055,195903,219741,0de7c522747760d636033f8076571270,184061,29,35254534,1,83.0,8.3,10.0,2022-12-01,125.0,1.0
56064,195930,219775,fd88570cfd2a42a26fa38bc492f2899e,184109,25,33929175,1,2.85,0.0,0.0,2022-12-23,127.0,1.0
56077,195986,219831,bc15509020826688f8207eb5509949af,184127,44,33700716,1,0.2,0.0,0.0,2022-12-27,136.0,1.0
56081,196030,219875,a08fb7aea7c5808d136a652e3bf5c109,184130,11,35917273,1,46.99,0.0,0.0,2023-02-20,251.0,1.0
56083,196034,219879,629bbb2d3c88dda304f20115f5faf112,184146,37,33700716,1,0.2,0.0,0.0,2023-01-20,188.0,1.0
56088,196051,219896,ff980217991be93dc5f5187adea3ab1e,184177,15,34663916,1,7.99,0.0,0.0,2023-01-12,163.0,1.0
56112,196143,219989,adc2d69ff310fedcc7880aadec08963b,184200,4,35245581,1,9.9,0.0,0.0,2022-09-10,126.0,1.0
56127,196185,220031,09172a9ba8483da95dc7edfbe8ee48bb,184222,15,32580695,1,8.8,0.0,0.0,2022-12-22,223.0,1.0
56130,196191,220037,b6234b1256ab3897db596fa9de302a5b,184245,3,35315231,1,3.25,0.0,0.0,2023-02-10,229.0,1.0
56138,196225,220074,98e28b556a51e49b470bc9f55af632cc,184267,45,34649664,1,0.9,0.0,0.0,2023-03-20,175.0,1.0
56152,196277,220126,230dafa6a1c183b06fe844b2512758f2,184346,44,35917273,1,49.99,0.0,0.0,2022-12-05,183.0,1.0
